ID,Name,Age,Height,Nationality,Position,Agent,N_internacional_games,N_internacional_goals,years_left_in_contrat,Preferred_foot,Team,League,Value
273,Moustapha Seck,26,1.76,Senegal,Lateral Esquerdo,Sferico Sports ...,,,3,esquerdo,Portimonense SC,Liga Portugal Bwin,450000
274,Achraf Lazaar,30,1.84,Marrocos,Lateral Esquerdo,N.E.,19,0,1,esquerdo,Portimonense SC,Liga Portugal Bwin,300000
275,Sana Gomes,19,1.74,Guiné Bissau,Lateral Esquerdo,N.E.,,,0,esquerdo,Portimonense SC,Liga Portugal Bwin,300000
276,Henrique,27,1.79,Brasil,Lateral Esquerdo,N.E.,,,0,esquerdo,Portimonense SC,Liga Portugal Bwin,150000
277,Gonçalo Costa,22,1.79,Portugal,Lateral Esquerdo,N.E.,9,1,3,esquerdo,Portimonense SC,Liga Portugal Bwin,0
278,Fahd Moufi,26,1.77,Marrocos,Lateral Direito,N.E.,1,0,1,direito,Portimonense SC,Liga Portugal Bwin,1500000
279,Zié Ouattara,22,1.77,Costa do Marfim,Lateral Direito,N.E.,2,0,3,direito,Portimonense SC,Liga Portugal Bwin,300000
280,Pedro Sá,28,1.77,Portugal,Médio Defensivo,N.E.,,,1,direito,Portimonense SC,Liga Portugal Bwin,700000
281,Giannelli Imbula,29,1.86,RD do Congo,Médio Defensivo,N.E.,2,0,0,esquerdo,Portimonense SC,Liga Portugal Bwin,600000
282,Henrique Jocú,20,1.77,Portugal,Médio Defensivo,N.E.,5,0,2,direito,Portimonense SC,Liga Portugal Bwin,350000
283,Ewerton,29,1.81,Brasil,Médio Centro,N.E.,,,2,direito,Portimonense SC,Liga Portugal Bwin,800000
284,Carlinhos,28,1.79,Brasil,Médio Ofensivo,TFM Agency,,,1,direito,Portimonense SC,Liga Portugal Bwin,1200000
285,Luquinha,21,1.67,Brasil,Médio Ofensivo,N.E.,,,2,direito,Portimonense SC,Liga Portugal Bwin,700000
286,Anderson Oliveira,23,1.69,Brasil,Médio Ofensivo,N.E.,,,1,direito,Portimonense SC,Liga Portugal Bwin,500000
287,Rui Gomes,24,1.75,Portugal,Avançado,N.E.,1,1,3,esquerdo,Portimonense SC,Liga Portugal Bwin,175000
288,Shuhei Kawasaki,21,1.68,Japão,Extremo Esquerdo,N.E.,,,4,direito,Portimonense SC,Liga Portugal Bwin,300000
289,Sapara,27,1.75,Nigéria,Extremo Esquerdo,Sferico Sports ...,,,3,direito,Portimonense SC,Liga Portugal Bwin,300000
290,Welinton Junior,29,1.75,Brasil,Extremo Direito,Marcio Bittencourt ...,,,,direito,Portimonense SC,Liga Portugal Bwin,800000
291,Yong-hak Kim,19,1.72,Coreia do Sul,Extremo Direito,N.E.,0,0,1,esquerdo,Portimonense SC,Liga Portugal Bwin,25000
292,Wilinton Aponzá,22,1.93,Colômbia,Ponta de Lança,N.E.,,,3,direito,Portimonense SC,Liga Portugal Bwin,500000
293,Fabrício,32,1.83,Brasil,Ponta de Lança,N.E.,,,2,direito,Portimonense SC,Liga Portugal Bwin,400000
294,Ricardo Matos,22,1.81,Portugal,Ponta de Lança,N.E.,,,3,direito,Portimonense SC,Liga Portugal Bwin,300000
295,João Veras,21,1.82,Brasil,Ponta de Lança,Promoesport,,,2,direito,Portimonense SC,Liga Portugal Bwin,300000
296,Yago Cariello,22,1.85,Brasil,Ponta de Lança,N.E.,,,3,esquerdo,Portimonense SC,Liga Portugal Bwin,0
297,Pedro Silva,25,1.89,Portugal,Guarda-Redes,N.E.,0,0,2,direito,FC Vizela,Liga Portugal Bwin,400000
298,Fabijan Buntic,25,1.94,Croácia,Guarda-Redes,N.E.,6,0,3,esquerdo,FC Vizela,Liga Portugal Bwin,250000
299,Bruno Wilson,25,1.92,Portugal,Defesa Central,N.E.,3,0,2,direito,FC Vizela,Liga Portugal Bwin,900000
300,Ivanildo Fernandes,26,1.94,Portugal,Defesa Central,N.E.,1,0,2,esquerdo,FC Vizela,Liga Portugal Bwin,900000
301,Anderson,27,1.86,Brasil,Defesa Central,N.E.,,,2,direito,FC Vizela,Liga Portugal Bwin,800000
302,Mohamed Aidara,25,1.88,Costa do Marfim,Defesa Central,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,400000
303,Marcelo,23,1.84,Brasil,Defesa Central,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,125000
304,Kiki,27,1.83,Portugal,Lateral Esquerdo,N.E.,1,0,1,esquerdo,FC Vizela,Liga Portugal Bwin,500000
305,Matheus Pereira,21,1.72,Brasil,Lateral Esquerdo,N.E.,,,2,esquerdo,FC Vizela,Liga Portugal Bwin,400000
306,Koffi Kouao,24,1.73,Costa do Marfim,Lateral Direito,N.E.,0,0,1,direito,FC Vizela,Liga Portugal Bwin,1500000
307,Igor Julião,27,1.75,Brasil,Lateral Direito,N.E.,3,0,1,direito,FC Vizela,Liga Portugal Bwin,600000
308,Claudemir,34,1.85,Brasil,Médio Defensivo,N.E.,,,0,direito,FC Vizela,Liga Portugal Bwin,300000
309,Osama Rashid,30,1.78,Iraque,Médio Centro,N.E.,22,1,1,direito,FC Vizela,Liga Portugal Bwin,1500000
310,Diego Rosa,19,1.85,Brasil,Médio Centro,N.E.,0,0,1,direito,FC Vizela,Liga Portugal Bwin,500000
311,Raphael Guzzo,27,1.78,Portugal,Médio Centro,Proeleven S.A.,3,0,1,direito,FC Vizela,Liga Portugal Bwin,300000
312,Tomás Silva,22,1.72,Portugal,Médio Centro,Gestifute,1,0,2,direito,FC Vizela,Liga Portugal Bwin,175000
313,Samu Silva,26,1.7,Portugal,Médio Ofensivo,N.E.,3,0,2,esquerdo,FC Vizela,Liga Portugal Bwin,900000
314,Alex Méndez,21,1.78,Estados Unidos,Médio Ofensivo,N.E.,4,0,2,esquerdo,FC Vizela,Liga Portugal Bwin,500000
315,Artyon Ramaj,18,1.63,Albânia,Médio Ofensivo,FairSport,2,0,,esquerdo,FC Vizela,Liga Portugal Bwin,0
316,Kiko Bondoso,26,1.71,Portugal,Extremo Esquerdo,N.E.,,,2,direito,FC Vizela,Liga Portugal Bwin,1000000
317,Andrés Sarmiento,24,1.7,Colômbia,Extremo Esquerdo,N.E.,,,3,,FC Vizela,Liga Portugal Bwin,600000
318,Francis Cann,24,1.75,Gana,Extremo Esquerdo,N.E.,,,1,esquerdo,FC Vizela,Liga Portugal Bwin,250000
319,Nuno Moreira,23,1.75,Portugal,Extremo Direito,N.E.,,,2,direito,FC Vizela,Liga Portugal Bwin,500000
320,Kévin Zohi,25,1.8,Mali,Ponta de Lança,N.E.,1,0,2,direito,FC Vizela,Liga Portugal Bwin,800000
321,Etim,20,1.86,Nigéria,Ponta de Lança,N.E.,,,3,direito,FC Vizela,Liga Portugal Bwin,250000
322,Cassiano,33,1.84,Brasil,Ponta de Lança,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,200000
323,Didi,23,1.84,Portugal,Ponta de Lança,N.E.,,,1,direito,FC Vizela,Liga Portugal Bwin,0
324,André Ferreira,26,1.93,Portugal,Guarda-Redes,N.E.,0,0,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,900000
325,Jordi,28,1.92,Brasil,Guarda-Redes,N.E.,0,0,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,800000
326,Jeimes,21,1.88,Brasil,Guarda-Redes,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,200000
327,José Oliveira,20,1.86,Portugal,Guarda-Redes,N.E.,3,0,0,direito,FC Paços de Ferreira,Liga Portugal Bwin,0
328,Nuno Lima,21,1.84,Portugal,Defesa Central,Lorenz Consulting,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,300000
329,Marco Baixinho,32,1.87,Portugal,Defesa Central,N.E.,,,0,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
330,Pedro Ganchas,22,1.9,Portugal,Defesa Central,Proeleven S.A.,1,0,3,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,400000
331,Flávio Ramos,28,1.91,Brasil,Defesa Central,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
332,João Vigário,26,1.8,Portugal,Lateral Esquerdo,N.E.,6,2,1,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,400000
333,Vitorino Antunes,35,1.75,Portugal,Lateral Esquerdo,N.E.,13,1,1,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,300000
334,Luís Bastos,20,1.75,Portugal,Lateral Esquerdo,N.E.,,,3,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,200000
335,David Sualehe,25,1.83,Portugal,Lateral Esquerdo,N.E.,2,0,1,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,175000
336,Simão Rocha,21,1.86,Portugal,Lateral Esquerdo,N.E.,,,2,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,100000
337,Fernando Fonseca,25,1.83,Portugal,Lateral Direito,MRP.POSITIONUMBER,12,0,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,900000
338,Jorge Silva,26,1.83,Portugal,Lateral Direito,N.E.,2,0,0,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
339,Mohamed Diaby,25,1.88,França,Médio Defensivo,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
340,Jordan Holsgrove,22,1.8,Escócia,Médio Centro,ICM Stellar Sports,5,0,3,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,500000
341,Abbas Ibrahim,24,1.71,Nigéria,Médio Centro,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,200000
342,Luíz Carlos,37,1.75,Brasil,Médio Centro,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,100000
343,Matchoi Djaló,19,1.75,Portugal,Médio Ofensivo,N.E.,9,3,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,2000000
344,Nicolás Gaitán,34,1.74,Argentina,Médio Ofensivo,N.E.,19,2,0,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,500000
345,Lucas Silva,24,1.76,Brasil,Extremo Esquerdo,Marcio Bittencourt ...,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,600000
346,Nigel Thomas,21,1.77,Curacao,Extremo Esquerdo,N.E.,0,0,3,direito,FC Paços de Ferreira,Liga Portugal Bwin,300000
347,Juan Delgado,29,1.76,Chile,Extremo Direito,N.E.,5,1,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,1000000
348,Hélder Ferreira,25,1.79,Portugal,Extremo Direito,N.E.,5,2,0,esquerdo,FC Paços de Ferreira,Liga Portugal Bwin,750000
349,Uilton,29,1.75,Brasil,Extremo Direito,N.E.,,,2,direito,FC Paços de Ferreira,Liga Portugal Bwin,600000
350,Denílson,26,1.88,Brasil,Ponta de Lança,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,1000000
351,Dor Jan,27,1.78,Israel,Ponta de Lança,N.E.,,,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,400000
352,Pedro Martelo,22,1.9,Portugal,Ponta de Lança,N.E.,12,7,1,direito,FC Paços de Ferreira,Liga Portugal Bwin,300000
353,Ricardo Silva,23,1.89,Portugal,Guarda-Redes,N.E.,3,0,3,direito,CD Santa Clara,Liga Portugal Bwin,400000
354,Ricardo Fernandes,27,1.93,Portugal,Guarda-Redes,N.E.,,,2,direito,CD Santa Clara,Liga Portugal Bwin,300000
355,Marco Pereira,34,1.84,Portugal,Guarda-Redes,N.E.,1,0,2,direito,CD Santa Clara,Liga Portugal Bwin,200000
356,Rodolfo Cardoso,24,1.85,Portugal,Guarda-Redes,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,100000
357,Kennedy Boateng,25,1.91,Togo,Defesa Central,N.E.,4,0,1,direito,CD Santa Clara,Liga Portugal Bwin,800000
358,Cristian Tassano,25,1.85,Uruguai,Defesa Central,N.E.,4,0,1,direito,CD Santa Clara,Liga Portugal Bwin,500000
359,João Afonso,32,1.88,Portugal,Defesa Central,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,300000
360,Xavi Quintillà,25,1.77,Espanha,Lateral Esquerdo,N.E.,4,0,2,esquerdo,CD Santa Clara,Liga Portugal Bwin,2000000
361,Mansur,29,1.81,Brasil,Lateral Esquerdo,N.E.,4,0,1,esquerdo,CD Santa Clara,Liga Portugal Bwin,700000
362,Paulo Henrique,25,1.82,Portugal,Lateral Esquerdo,N.E.,0,0,2,direito,CD Santa Clara,Liga Portugal Bwin,400000
363,Tomás Domingos,23,1.75,Portugal,Lateral Direito,N.E.,0,0,3,direito,CD Santa Clara,Liga Portugal Bwin,500000
364,Pierre Sagna,31,1.83,Senegal,Lateral Direito,N.E.,,,2,direito,CD Santa Clara,Liga Portugal Bwin,250000
365,Anderson Carvalho,32,1.74,Brasil,Médio Defensivo,Marcio Bittencourt ...,,,1,direito,CD Santa Clara,Liga Portugal Bwin,500000
366,Júlio Romão,24,1.83,Brasil,Médio Defensivo,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,200000
367,Martim Maia,24,1.75,Portugal,Médio Defensivo,N.E.,,,3,direito,CD Santa Clara,Liga Portugal Bwin,100000
368,Patrick,23,1.75,Brasil,Médio Ofensivo,UJ Football Talent,,,2,esquerdo,CD Santa Clara,Liga Portugal Bwin,700000
369,Rodrigo Valente,21,1.73,Portugal,Médio Ofensivo,N.E.,0,0,2,direito,CD Santa Clara,Liga Portugal Bwin,500000
370,Costinha,29,1.7,Portugal,Médio Ofensivo,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,450000
371,Rúben Oliveira,27,1.7,Portugal,Médio Ofensivo,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,200000
372,Ricardinho,23,1.68,Portugal,Extremo Esquerdo,N.E.,,,3,direito,CD Santa Clara,Liga Portugal Bwin,1000000
373,Mohammad Mohebi,23,1.86,Irão,Extremo Esquerdo,N.E.,3,2,2,esquerdo,CD Santa Clara,Liga Portugal Bwin,700000
374,Allano,27,1.82,Brasil,Extremo Esquerdo,N.E.,,,1,esquerdo,CD Santa Clara,Liga Portugal Bwin,400000
375,Diogo Motty,22,1.75,Portugal,Extremo Esquerdo,N.E.,,,,,CD Santa Clara,Liga Portugal Bwin,0
376,Óscar Barreto,29,1.75,Colômbia,Extremo Direito,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,400000
377,André Mesquita,24,1.7,Portugal,Extremo Direito,N.E.,3,0,1,esquerdo,CD Santa Clara,Liga Portugal Bwin,75000
378,Kyosuke Tagawa,23,1.81,Japão,Ponta de Lança,N.E.,2,1,1,esquerdo,CD Santa Clara,Liga Portugal Bwin,1000000
379,Rui Costa,26,1.79,Portugal,Ponta de Lança,Proeleven S.A.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,600000
380,Pipe Gómez,22,1.73,Colômbia,Ponta de Lança,N.E.,,,1,direito,CD Santa Clara,Liga Portugal Bwin,150000
381,Ignacio de Arruabarrena,25,1.84,Uruguai,Guarda-Redes,N.E.,8,0,2,direito,FC Arouca,Liga Portugal Bwin,700000
382,João Valido,22,1.85,Portugal,Guarda-Redes,Proeleven S.A.,2,0,3,direito,FC Arouca,Liga Portugal Bwin,350000
383,Fernando Castro,25,1.95,Brasil,Guarda-Redes,N.E.,,,1,direito,FC Arouca,Liga Portugal Bwin,300000
384,Emilijus Zubas,31,1.92,Lituânia,Guarda-Redes,N.E.,14,0,1,direito,FC Arouca,Liga Portugal Bwin,250000
385,Norbert Haymamba,23,2.05,Camarões,Guarda-Redes,N.E.,,,1,direito,FC Arouca,Liga Portugal Bwin,200000
386,Nino Galovic,30,1.84,Croácia,Defesa Central,N.E.,3,0,1,direito,FC Arouca,Liga Portugal Bwin,850000
387,João Basso,25,1.87,Brasil,Defesa Central,Marcio Bittencourt ...,,,1,direito,FC Arouca,Liga Portugal Bwin,700000
388,Jerome Opoku,23,1.97,Inglaterra,Defesa Central,N.E.,,,2,esquerdo,FC Arouca,Liga Portugal Bwin,400000
389,José Manuel Velázquez,31,1.84,Venezuela,Defesa Central,Agencia de Futbol ...,29,3,1,direito,FC Arouca,Liga Portugal Bwin,250000
390,Brunão,25,1.88,Brasil,Defesa Central,N.E.,,,1,direito,FC Arouca,Liga Portugal Bwin,200000
391,Quaresma,25,1.81,Brasil,Lateral Esquerdo,N.E.,,,2,esquerdo,FC Arouca,Liga Portugal Bwin,500000
392,Thales,28,1.78,Brasil,Lateral Direito,D20 Sports,,,1,direito,FC Arouca,Liga Portugal Bwin,700000
393,Luiz Gustavo,22,1.75,Brasil,Lateral Direito,N.E.,,,2,direito,FC Arouca,Liga Portugal Bwin,100000
394,Marco Soares,38,1.8,Cabo Verde,Médio Defensivo,N.E.,53,3,0,direito,FC Arouca,Liga Portugal Bwin,50000
395,Alan Ruiz,28,1.83,Argentina,Médio Centro,N.E.,9,1,1,esquerdo,FC Arouca,Liga Portugal Bwin,500000
396,David Simão,32,1.83,Portugal,Médio Centro,Proeleven S.A.,11,1,1,esquerdo,FC Arouca,Liga Portugal Bwin,250000
397,Morlaye Sylla,23,1.7,Guiné,Médio Centro,N.E.,21,3,3,direito,FC Arouca,Liga Portugal Bwin,200000
398,Pedro Moreira,33,1.81,Portugal,Médio Centro,N.E.,10,0,2,direito,FC Arouca,Liga Portugal Bwin,200000
399,Yaw Moses,23,1.7,Gana,Médio Centro,N.E.,,,2,direito,FC Arouca,Liga Portugal Bwin,125000
400,André Bukia,27,1.73,RD do Congo,Extremo Direito,N.E.,1,0,2,esquerdo,FC Arouca,Liga Portugal Bwin,700000
401,Wellington Nem,30,1.65,Brasil,Extremo Direito,N.E.,3,0,1,esquerdo,FC Arouca,Liga Portugal Bwin,650000
402,Arsénio,32,1.8,Portugal,Extremo Direito,Proeleven S.A.,,,1,direito,FC Arouca,Liga Portugal Bwin,350000
403,Antony,20,1.78,Brasil,Segundo Avançado,UJ Football Talent,,,1,direito,FC Arouca,Liga Portugal Bwin,300000
404,André Silva,25,1.81,Brasil,Ponta de Lança,N.E.,,,2,esquerdo,FC Arouca,Liga Portugal Bwin,1200000
405,Bruno Marques,23,1.94,Brasil,Ponta de Lança,N.E.,,,1,esquerdo,FC Arouca,Liga Portugal Bwin,700000
406,Oday Dabbagh,23,1.83,Palestina,Ponta de Lança,SPORTBACK,22,8,1,esquerdo,FC Arouca,Liga Portugal Bwin,500000
407,Rafa Mújica,23,1.83,Espanha,Ponta de Lança,Promoesport,0,0,2,direito,FC Arouca,Liga Portugal Bwin,300000
408,Miguel Silva,27,1.89,Portugal,Guarda-Redes,N.E.,1,0,2,direito,CS Marítimo,Liga Portugal Bwin,300000
409,Pedro Teixeira,20,1.92,Portugal,Guarda-Redes,Proeleven S.A.,0,0,3,direito,CS Marítimo,Liga Portugal Bwin,100000
410,Matheus Costa,27,1.88,Brasil,Defesa Central,N.E.,,,2,direito,CS Marítimo,Liga Portugal Bwin,600000
411,Léo Andrade,24,1.9,Brasil,Defesa Central,N.E.,,,3,esquerdo,CS Marítimo,Liga Portugal Bwin,600000
412,Zainadine Júnior,34,1.8,Moçambique,Defesa Central,MFS - Managing ...,63,1,2,direito,CS Marítimo,Liga Portugal Bwin,200000
413,Vítor Costa,28,1.82,Brasil,Lateral Esquerdo,N.E.,,,2,esquerdo,CS Marítimo,Liga Portugal Bwin,700000
414,Fábio China,30,1.79,Portugal,Lateral Esquerdo,N.E.,,,1,esquerdo,CS Marítimo,Liga Portugal Bwin,300000
415,Cláudio Winck,28,1.84,Brasil,Lateral Direito,N.E.,0,0,1,direito,CS Marítimo,Liga Portugal Bwin,800000
416,Rafael Brito,20,1.83,Portugal,Médio Defensivo,N.E.,6,0,1,direito,CS Marítimo,Liga Portugal Bwin,850000
417,Iván Rossi,28,1.83,Argentina,Médio Defensivo,N.E.,0,0,,esquerdo,CS Marítimo,Liga Portugal Bwin,500000
418,Diogo Mendes,24,1.82,Portugal,Médio Defensivo,SEG,3,0,4,direito,CS Marítimo,Liga Portugal Bwin,500000
419,João Afonso,27,1.81,Brasil,Médio Defensivo,Marcio Bittencourt ...,1,0,,direito,CS Marítimo,Liga Portugal Bwin,400000
420,Rodrigo Andrade,20,1.8,Portugal,Médio Defensivo,N.E.,,,1,direito,CS Marítimo,Liga Portugal Bwin,200000
421,Pedro Pelágio,22,1.81,Portugal,Médio Centro,InterStarDeporte,2,0,3,direito,CS Marítimo,Liga Portugal Bwin,500000
422,Xadas,24,1.79,Portugal,Médio Ofensivo,N.E.,6,1,2,esquerdo,CS Marítimo,Liga Portugal Bwin,1500000
423,Stefano Beltrame,29,1.83,Itália,Médio Ofensivo,N.E.,0,0,1,direito,CS Marítimo,Liga Portugal Bwin,500000
424,Lucho Vega,22,1.85,Argentina,Médio Ofensivo,N.E.,,,,direito,CS Marítimo,Liga Portugal Bwin,200000
425,Miguel Sousa,23,1.76,Portugal,Médio Ofensivo,N.E.,,,3,direito,CS Marítimo,Liga Portugal Bwin,0
426,André Vidigal,23,1.76,Portugal,Extremo Esquerdo,N.E.,1,0,2,direito,CS Marítimo,Liga Portugal Bwin,600000
427,Clésio Baúque,27,1.74,Moçambique,Extremo Esquerdo,N.E.,40,5,,direito,CS Marítimo,Liga Portugal Bwin,300000
428,Edgar Costa,35,1.77,Portugal,Extremo Direito,Proeleven S.A.,,,1,direito,CS Marítimo,Liga Portugal Bwin,100000
429,Joel Tagueu,28,1.78,Camarões,Ponta de Lança,N.E.,5,1,2,esquerdo,CS Marítimo,Liga Portugal Bwin,1000000
430,Jhonatan,31,1.9,Brasil,Guarda-Redes,N.E.,,,,direito,Rio Ave FC,Liga Portugal Bwin,400000
431,Léo Vieira,31,1.93,Brasil,Guarda-Redes,N.E.,0,0,1,direito,Rio Ave FC,Liga Portugal Bwin,100000
432,Magrão,22,1.97,Brasil,Guarda-Redes,N.E.,,,2,direito,Rio Ave FC,Liga Portugal Bwin,100000
433,Lucas Flores,20,1.96,Brasil,Guarda-Redes,N.E.,,,3,direito,Rio Ave FC,Liga Portugal Bwin,0
434,Hugo Gomes,27,1.87,Brasil,Defesa Central,N.E.,2,0,1,direito,Rio Ave FC,Liga Portugal Bwin,475000
435,Renato Pantalon,24,1.94,Croácia,Defesa Central,N.E.,,,2,direito,Rio Ave FC,Liga Portugal Bwin,475000
436,Aderllan Santos,33,1.93,Brasil,Defesa Central,N.E.,,,0,direito,Rio Ave FC,Liga Portugal Bwin,350000
437,Ângelo Meneses,29,1.89,Portugal,Defesa Central,N.E.,2,0,0,direito,Rio Ave FC,Liga Portugal Bwin,125000
438,Pedro Amaral,24,1.78,Portugal,Lateral Esquerdo,N.E.,3,0,2,esquerdo,Rio Ave FC,Liga Portugal Bwin,750000
439,Costinha,22,1.81,Portugal,Lateral Direito,N.E.,4,0,4,direito,Rio Ave FC,Liga Portugal Bwin,900000
440,Philomon Baffour,21,1.78,Gana,Lateral Direito,SPOCS Global Sports,0,0,,direito,Rio Ave FC,Liga Portugal Bwin,75000
441,Junio,25,1.82,Brasil,Lateral Direito,N.E.,,,1,direito,Rio Ave FC,Liga Portugal Bwin,50000
442,Amine Oudrhiri,29,1.84,Marrocos,Médio Defensivo,N.E.,,,1,direito,Rio Ave FC,Liga Portugal Bwin,400000
443,Zimbabwe,28,1.74,Cabo Verde,Médio Defensivo,N.E.,1,0,0,direito,Rio Ave FC,Liga Portugal Bwin,125000
444,Vítor Gomes,34,1.82,Portugal,Médio Defensivo,Gestifute,3,1,0,direito,Rio Ave FC,Liga Portugal Bwin,100000
445,Rúben Gonçalves,23,1.8,Portugal,Médio Centro,N.E.,,,0,esquerdo,Rio Ave FC,Liga Portugal Bwin,175000
446,Bruno Ventura,21,1.72,Portugal,Médio Centro,N.E.,,,3,direito,Rio Ave FC,Liga Portugal Bwin,150000
447,Joca,26,1.68,Portugal,Médio Direito,N.E.,5,0,2,direito,Rio Ave FC,Liga Portugal Bwin,450000
448,Ukra,34,1.76,Portugal,Médio Direito,Proeleven S.A.,1,0,1,direito,Rio Ave FC,Liga Portugal Bwin,100000
449,Gabrielzinho,25,1.71,Brasil,Médio Esquerdo,Gestifute,,,0,direito,Rio Ave FC,Liga Portugal Bwin,725000
450,Fabrice Olinga,26,1.76,Camarões,Médio Esquerdo,N.E.,17,1,1,direito,Rio Ave FC,Liga Portugal Bwin,150000
451,Guga,24,1.68,Portugal,Médio Ofensivo,Gestifute,15,4,2,direito,Rio Ave FC,Liga Portugal Bwin,850000
452,João Graça,27,1.77,Portugal,Médio Ofensivo,N.E.,6,0,0,direito,Rio Ave FC,Liga Portugal Bwin,200000
453,Fábio Ronaldo,21,1.78,Portugal,Extremo Esquerdo,N.E.,,,4,direito,Rio Ave FC,Liga Portugal Bwin,250000
454,Leandro Silva,23,1.74,Brasil,Extremo Direito,N.E.,,,,esquerdo,Rio Ave FC,Liga Portugal Bwin,75000
455,Zé Manuel,31,1.81,Portugal,Segundo Avançado,N.E.,,,1,direito,Rio Ave FC,Liga Portugal Bwin,125000
456,Aziz,23,1.87,Gana,Ponta de Lança,N.E.,,,,direito,Rio Ave FC,Liga Portugal Bwin,1000000
457,André Pereira,27,1.88,Portugal,Ponta de Lança,N.E.,,,2,esquerdo,Rio Ave FC,Liga Portugal Bwin,250000
458,Ronan,27,1.95,Brasil,Ponta de Lança,N.E.,,,0,direito,Rio Ave FC,Liga Portugal Bwin,150000
459,Lucas Paes,24,1.93,Brasil,Guarda-Redes,N.E.,,,1,direito,Casa Pia AC,Liga Portugal Bwin,125000
460,João Victor,24,1.92,Brasil,Guarda-Redes,N.E.,,,0,direito,Casa Pia AC,Liga Portugal Bwin,100000
461,Ricardo Batista,35,1.92,Angola,Guarda-Redes,N.E.,0,0,1,esquerdo,Casa Pia AC,Liga Portugal Bwin,75000
462,Fernando Varela,34,1.85,Cabo Verde,Defesa Central,N.E.,51,3,1,direito,Casa Pia AC,Liga Portugal Bwin,500000
463,Nermin Zolotic,29,1.89,Bósnia-Herzegovina,Defesa Central,N.E.,6,2,1,esquerdo,Casa Pia AC,Liga Portugal Bwin,500000
464,João Nunes,26,1.88,Portugal,Defesa Central,N.E.,9,0,3,direito,Casa Pia AC,Liga Portugal Bwin,400000
465,Zach Muscat,28,1.84,Malta,Defesa Central,N.E.,56,3,0,direito,Casa Pia AC,Liga Portugal Bwin,400000
466,Kelechi John,23,1.91,Nigéria,Defesa Central,N.E.,0,0,0,direito,Casa Pia AC,Liga Portugal Bwin,275000
467,Vasco Fernandes,35,1.82,Portugal,Defesa Central,N.E.,2,0,1,direito,Casa Pia AC,Liga Portugal Bwin,75000
468,Hebert,31,1.91,Brasil,Defesa Central,N.E.,,,0,esquerdo,Casa Pia AC,Liga Portugal Bwin,75000
469,Leonardo Lelo,22,1.75,Portugal,Lateral Esquerdo,Sferico Sports ...,2,0,1,esquerdo,Casa Pia AC,Liga Portugal Bwin,700000
470,Derick Poloni,28,1.73,Brasil,Lateral Esquerdo,N.E.,,,0,esquerdo,Casa Pia AC,Liga Portugal Bwin,150000
471,Ricardo Fernandes,19,,Portugal,Lateral Esquerdo,N.E.,,,1,esquerdo,Casa Pia AC,Liga Portugal Bwin,100000
472,Rogério,19,,Portugal,Lateral Direito,N.E.,,,1,direito,Casa Pia AC,Liga Portugal Bwin,150000
473,Rodrigo Galo,35,1.74,Brasil,Lateral Direito,N.E.,,,0,direito,Casa Pia AC,Liga Portugal Bwin,50000
474,Afonso Taira,30,1.77,Portugal,Médio Defensivo,N.E.,8,0,1,direito,Casa Pia AC,Liga Portugal Bwin,300000
475,Cuca,31,1.77,Cabo Verde,Médio Defensivo,N.E.,4,0,1,,Casa Pia AC,Liga Portugal Bwin,75000
